date,AAPL,ACN,AMD,AMZN,BAC,BLK,COST,CVS,DIS,DPZ,F,GILD,INTU,JD,JPM,KO,LUV,MA,MCD,MSFT,NAT,NVDA,PBI,PFE,SBUX,SPY,TGT,TM,TSLA,UL,UNH,WMT,XOM
2024-07-15,232.60107421875,312.1251220703125,179.8300018310547,192.72000122070312,40.45154571533203,797.7345581054688,842.0050048828125,54.573692321777344,95.38774871826172,472.1372985839844,12.732364654541016,67.67757415771484,651.5654907226562,25.88682746887207,203.52474975585938,60.71294403076172,26.811599731445312,440.21612548828125,242.9136199951172,447.9040832519531,3.42350435256958,128.3850555419922,6.569395065307617,25.915485382080078,69.56111907958984,551.459228515625,141.31314086914062,200.02865600585938,252.63999938964844,60.568763732910156,499.2909240722656,68.60204315185547,108.62126922607422
2024-07-16,233.017822265625,319.12628173828125,177.5500030517578,193.02000427246094,42.614627838134766,818.071533203125,844.0289306640625,55.86664581298828,96.96327209472656,478.80352783203125,12.87552547454834,68.47085571289062,659.4555053710938,26.421077728271484,206.98385620117188,61.53636169433594,27.779178619384766,439.7501525878906,248.45697021484375,443.52325439453125,3.432561159133911,126.30593872070312,6.721288681030273,26.271711349487305,72.20012664794922,554.7294311523438,144.77825927734375,199.7289581298828,256.55999755859375,60.972835540771484,531.7457275390625,68.97653198242188,109.40380859375
2024-07-17,227.12342834472656,319.7154541015625,159.42999267578125,187.92999267578125,42.46977233886719,815.3088989257812,839.5745239257812,57.29911804199219,95.82101440429688,462.5973815917969,12.956053733825684,70.05742645263672,652.2882080078125,26.20737648010254,210.1328887939453,62.43638229370117,27.401826858520508,447.3150939941406,252.05918884277344,437.6033020019531,3.3691632747650146,117.93952178955078,6.721288681030273,26.74371337890625,71.80810546875,546.9515991210938,145.6374969482422,197.5924530029297,248.5,61.8873291015625,555.3942260742188,70.00148010253906,110.91230010986328
2024-07-18,222.45950317382812,322.17022705078125,155.77000427246094,183.75,41.5330810546875,803.5895385742188,832.7192993164062,55.727115631103516,95.30897521972656,399.81585693359375,13.01868724822998,70.25813293457031,631.0635986328125,25.527423858642578,203.45692443847656,62.417236328125,26.52132797241211,444.8959045410156,250.62989807128906,434.4953918457031,3.3419923782348633,121.03820037841797,6.512434959411621,26.458730697631836,70.93798828125,542.7482299804688,142.0509796142578,193.20346069335938,249.22999572753906,61.717185974121094,546.733154296875,69.79452514648438,112.00596618652344
2024-07-19,222.5885009765625,323.24053955078125,151.5800018310547,183.1300048828125,41.4268684387207,805.2374267578125,831.4890747070312,55.410858154296875,94.27503967285156,395.0556640625,12.508675575256348,69.35016632080078,630.162841796875,25.50799560546875,203.2631378173828,62.51298141479492,26.298786163330078,439.9088134765625,248.4666290283203,431.2788391113281,3.3872768878936768,117.87954711914062,6.436489105224609,26.690279006958008,75.79532623291016,539.1441040039062,139.8467559814453,190.59323120117188,239.1999969482422,61.70655059814453,547.6921997070312,69.72553253173828,109.43208312988281
2024-07-22,222.2412109375,325.5186462402344,155.8699951171875,182.5500030517578,40.84746551513672,817.3929443359375,840.7054443359375,54.869972229003906,92.6896743774414,406.17901611328125,12.633941650390625,69.20679473876953,638.0429077148438,26.081100463867188,203.7476043701172,62.01509475708008,26.76322364807129,444.12255859375,250.64923095703125,437.0310974121094,3.523129940032959,123.48714447021484,6.464968204498291,26.360769271850586,73.19454956054688,544.70263671875,141.0515899658203,193.48379516601562,251.50999450683594,61.84479522705078,541.1044311523438,69.36089324951172,108.6778335571289
2024-07-23,223.2831268310547,324.3599548339844,154.0,186.41000366210938,40.95368576049805,818.7985229492188,845.3582763671875,54.53131866455078,89.5484848022461,413.4023742675781,12.374462127685547,68.02165222167969,630.6973266601562,25.440000534057617,203.7960662841797,62.197017669677734,26.298786163330078,437.9555358886719,245.34727478027344,438.9156188964844,3.5050158500671387,122.53755187988281,6.408009052276611,26.271711349487305,72.9172592163086,543.8482055664062,140.35110473632812,194.11216735839844,246.3800048828125,60.89840316772461,537.393798828125,69.62698364257812,106.9242172241211
2024-07-24,216.86277770996094,322.7397766113281,144.6300048828125,180.8300018310547,40.741241455078125,802.2808837890625,824.2369995117188,55.067508697509766,88.42593383789062,415.1520080566406,12.231302261352539,70.24858856201172,614.0067749023438,25.022314071655273,202.110107421875,63.01085662841797,25.747264862060547,428.7646179199219,244.69056701660156,423.1784362792969,3.3872768878936768,114.20112609863281,6.256114959716797,26.69918441772461,71.4065170288086,531.5232543945312,136.78323364257812,190.64157104492188,215.99000549316406,60.122154235839844,542.2862548828125,69.57769775390625,108.4327163696289
2024-07-25,215.82086181640625,324.15374755859375,138.32000732421875,179.85000610351562,40.24875259399414,810.8983154296875,809.4848022460938,55.17098617553711,87.8449478149414,415.58209228515625,9.985466957092285,73.12542724609375,620.0256958007812,25.575990676879883,202.18760681152344,63.259803771972656,27.169605255126953,425.9388732910156,242.8459930419922,412.8184814453125,3.3782200813293457,112.23196411132812,6.322567939758301,26.877296447753906,70.10614013671875,528.7538452148438,136.63380432128906,188.7564239501953,220.25,62.82307052612305,542.218505859375,69.006103515625,110.71430969238281
2024-07-26,216.2872314453125,322.52374267578125,139.99000549316406,182.5,40.239097595214844,829.955810546875,812.2764282226562,57.381587982177734,88.55394744873047,408.0362243652344,10.012309074401855,73.60331726074219,626.9950561523438,25.79940414428711,205.646728515625,64.19811248779297,26.3471622467041,434.4457702636719,243.36752319335938,419.5967712402344,3.29670786857605,113.0116195678711,6.398514270782471,27.789464950561523,70.80413818359375,534.6757202148438,139.16494750976562,186.1172332763672,219.8000030517578,64.5776138305664,551.9451904296875,68.76956939697266,110.62003326416016
2024-07-29,216.56509399414062,320.30462646484375,139.75,183.1999969482422,39.679012298583984,835.723388671875,810.249755859375,57.91777420043945,90.7301254272461,418.475341796875,9.851252555847168,74.29145812988281,629.9649047851562,25.847972869873047,204.29989624023438,63.98747253417969,25.45699119567871,437.53912353515625,252.46485900878906,421.0373229980469,3.2876510620117188,111.54224395751953,6.332061767578125,27.744306564331055,71.90372467041016,534.9899291992188,137.1288299560547,186.07855224609375,232.10000610351562,64.7796630859375,549.06787109375,68.61190032958984,109.46036529541016
2024-07-30,217.1207733154297,323.2503662109375,138.44000244140625,181.7100067138672,39.862491607666016,845.8433837890625,804.7557983398438,59.43227005004883,92.35487365722656,419.4723205566406,9.69914436340332,74.59729766845703,629.4105224609375,25.605133056640625,208.5050811767578,64.80133056640625,26.1633243560791,443.63671875,257.3128356933594,417.2781677246094,3.332935333251953,103.68561553955078,6.227634429931641,28.349407196044922,72.61128234863281,532.2794189453125,138.1842498779297,186.68760681152344,222.6199951171875,64.92852020263672,558.3490600585938,68.18812561035156,111.41199493408203
